Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
p3_out	t3	20	50	1	10.9642	1	2	((7:0.932287,((1:0.73942,(((20:0.41107,5:0.41107):0.137107,((11:0.281384,10:0.281384):0.232801,(19:0.40102,6:0.40102):0.113164):0.0339914):0.0927496,2:0.640926):0.0984931):0.0898955,(((4:0.448158,(((3:0.227325,14:0.227325):0.0164513,8:0.243776):0.0543032,13:0.298079):0.150078):0.16134,(18:0.109022,15:0.109022):0.500476):0.128748,(9:0.628673,12:0.628673):0.109573):0.0910693):0.102973):0.0677111,(16:0.363685,17:0.363685):0.636314);
p3_out	t3	20	51	1	10.444	1	2	((5:0.279347,18:0.279347):0.720652,(((12:0.531332,(19:0.428158,(4:0.193476,7:0.193476):0.234683):0.103173):0.276759,((3:0.591623,(11:0.059617,9:0.059617):0.532008):0.212626,((20:0.777458,(17:0.536403,(8:0.0314947,13:0.0314947):0.504908):0.241057):0.00337661,((15:0.375161,14:0.375161):0.00837958,(1:0.354397,2:0.354397):0.029146):0.397294):0.0234147):0.00384023):0.0278414,((16:0.11683,6:0.11683):0.439197,10:0.556026):0.279905):0.164067);
p3_out	t3	20	52	1	13.9882	1	2	(((9:0.422626,12:0.422626):0.34055,10:0.763176):0.236824,(17:0.930914,(((19:0.438917,11:0.438917):0.433047,(((18:0.719449,(4:0.709979,8:0.709979):0.00947037):0.004767,13:0.724217):0.117926,(((20:0.569114,14:0.569114):0.0612988,2:0.630414):0.115501,((3:0.0131327,5:0.0131327):0.458647,6:0.471779):0.274135):0.0962273):0.0298229):0.0547767,(1:0.821317,((16:0.631167,15:0.631167):0.124092,7:0.755258):0.0660576):0.105426):0.00417273):0.0690843);
p3_out	t3	20	53	1	9.06963	1	2	(((7:0.806575,14:0.806575):0.0526723,(((3:0.219435,9:0.219435):0.373326,((13:0.0624664,16:0.0624664):0.123929,(18:0.00541802,20:0.00541802):0.180977):0.406367):0.154853,(17:0.731719,(4:0.459787,((19:0.229886,15:0.229886):0.150077,((1:0.101463,6:0.101463):0.178223,12:0.279687):0.100277):0.0798252):0.27193):0.0158968):0.111632):0.140752,(((5:0.134965,11:0.134965):0.257145,10:0.392111):0.455267,(2:0.032762,8:0.032762):0.814613):0.152622);
p3_out	t3	20	54	1	9.26311	1	2	((((7:0.366323,5:0.366323):0.500611,(2:0.332899,(((12:0.0764551,9:0.0764551):0.032157,20:0.108612):0.15876,(19:0.184323,(10:0.0767551,8:0.0767551):0.107568):0.0830486):0.0655272):0.534034):0.00386196,((15:0.0768889,6:0.0768889):0.310052,18:0.386943):0.483855):0.129202,((((17:0.424014,11:0.424014):0.0408028,(4:0.406446,(14:0.327652,(1:0.191772,3:0.191772):0.13588):0.0787936):0.0583725):0.416978,16:0.881795):0.0705207,13:0.952315):0.0476817);
p3_out	t3	20	55	1	10.6505	1	2	(((((((15:0.439897,19:0.439897):0.0796076,(7:0.256893,3:0.256893):0.262612):0.0160623,((11:0.122072,18:0.122072):0.331917,(8:0.331626,6:0.331626):0.122363):0.0815779):0.0304676,1:0.566035):0.0338706,((17:0.0443385,9:0.0443385):0.519094,(16:0.394756,10:0.394756):0.168679):0.036472):0.24207,(4:0.651364,13:0.651364):0.19061):0.158024,((2:0.402029,20:0.402029):0.579891,((12:0.340753,5:0.340753):0.263679,14:0.604429):0.377488):0.0180796);
p3_out	t3	20	56	1	12.0852	1	2	((2:0.854707,((19:0.54419,(3:0.539511,20:0.539511):0.00467964):0.249658,9:0.793849):0.0608576):0.145292,(5:0.944399,((((4:0.172545,16:0.172545):0.497749,17:0.670296):0.21866,(((13:0.384302,6:0.384302):0.134697,((1:0.160959,10:0.160959):0.000135564,11:0.161095):0.357902):0.0916837,7:0.610681):0.278273):0.0522199,(((18:0.215196,14:0.215196):0.463705,(15:0.112001,8:0.112001):0.566899):0.214565,12:0.893466):0.047709):0.00322541):0.0555987);
p3_out	t3	20	57	1	10.2157	1	2	(((((14:0.745032,16:0.745032):0.0805317,(((2:0.17638,4:0.17638):0.248416,((15:0.373341,5:0.373341):0.00819237,(8:0.13597,6:0.13597):0.245563):0.0432638):0.186757,((11:0.33975,(9:0.238867,1:0.238867):0.100881):0.142127,12:0.481876):0.129677):0.214009):0.114409,20:0.939973):0.0343326,((19:0.115863,(17:0.0877334,13:0.0877334):0.0281291):0.453291,(7:0.0101762,10:0.0101762):0.558979):0.40515):0.0256945,(18:0.783808,3:0.783808):0.21619);
p3_out	t3	20	58	1	8.76156	1	2	((6:0.854035,(14:0.652185,(3:0.0393282,12:0.0393282):0.612855):0.201849):0.145965,(((1:0.177963,9:0.177963):0.640176,((20:0.212412,16:0.212412):0.176462,((7:0.250167,(17:0.131172,(15:0.0502776,19:0.0502776):0.0808946):0.118995):0.0276527,4:0.27782):0.111054):0.429264):0.10398,(18:0.516408,(8:0.428635,(11:0.378741,(5:0.32877,((10:0.0655791,2:0.0655791):0.203363,13:0.268942):0.0598288):0.0499714):0.0498941):0.0877726):0.405708):0.0778808);
p3_out	t3	20	59	1	10.1377	1	2	((((((8:0.292602,1:0.292602):0.0979746,(18:0.0464849,11:0.0464849):0.344091):0.115352,((2:0.0797052,(17:0.0359623,12:0.0359623):0.0437429):0.145778,(3:0.0806593,13:0.0806593):0.144824):0.280446):0.13993,(14:0.23716,4:0.23716):0.408699):0.343538,5:0.989396):0.0106027,((19:0.772293,(15:0.738899,(10:0.716225,(((6:0.436914,16:0.436914):0.0465432,20:0.483458):0.0164909,7:0.499949):0.216277):0.022672):0.0333961):0.187887,9:0.960181):0.0398173);
p3_out	t3	20	60	1	12.3519	1	2	(((5:0.512626,14:0.512626):0.440861,(((4:0.459252,(3:0.348661,18:0.348661):0.110591):0.48139,((19:0.256564,15:0.256564):0.248196,12:0.504761):0.435885):0.00114645,(2:0.0131742,20:0.0131742):0.928616):0.0116962):0.046512,((1:0.674481,((6:0.586214,(11:0.499917,13:0.499917):0.0862978):0.0452537,(16:0.293115,17:0.293115):0.338352):0.0430143):0.22415,(9:0.819316,(10:0.699175,(7:0.318594,8:0.318594):0.380582):0.120139):0.0793154):0.101367);
p3_out	t3	20	61	1	12.1252	1	2	((((5:0.0489452,17:0.0489452):0.834063,((13:0.137204,15:0.137204):0.143979,4:0.281182):0.601825):0.045394,((((((12:0.433608,(19:0.072031,1:0.072031):0.361576):0.0633475,7:0.496955):0.097866,(9:0.276798,3:0.276798):0.318023):0.126288,(8:0.583717,14:0.583717):0.137391):0.117209,20:0.838316):0.0737213,(2:0.886013,(11:0.343241,16:0.343241):0.542773):0.0260254):0.0163635):0.0715969,(18:0.973145,(10:0.714658,6:0.714658):0.258489):0.0268522);
p3_out	t3	20	62	1	10.2084	1	2	(16:0.999999,(((((15:0.375217,(19:0.288949,7:0.288949):0.0862678):0.0801908,(8:0.073004,9:0.073004):0.382403):0.0288831,11:0.484291):0.271655,(((5:0.439794,3:0.439794):0.018503,(2:0.431588,(4:0.378891,14:0.378891):0.0526955):0.0267096):0.185471,(20:0.483708,6:0.483708):0.160057):0.112179):0.0626835,(((10:0.289693,13:0.289693):0.191951,(1:0.361794,(12:0.18164,17:0.18164):0.180154):0.119851):0.324535,18:0.806179):0.0124498):0.18137);
p3_out	t3	20	63	1	11.0787	1	2	((((5:0.562423,7:0.562423):0.182296,(10:0.651767,((((6:0.0995793,(9:0.0287945,8:0.0287945):0.0707849):0.0852261,20:0.184805):0.31215,(18:0.468661,11:0.468661):0.0282944):0.129769,(4:0.512499,2:0.512499):0.114224):0.025043):0.0929517):0.238213,((15:0.723323,(1:0.472223,12:0.472223):0.251098):0.0661893,(16:0.201765,19:0.201765):0.587746):0.19342):0.0170676,(3:0.990975,(14:0.28397,(17:0.257079,13:0.257079):0.0268909):0.707005):0.00902231);
p3_out	t3	20	64	1	10.1838	1	2	((((((5:0.107874,16:0.107874):0.464929,(9:0.269185,15:0.269185):0.303617):0.0802635,3:0.653067):0.0364764,(6:0.383314,1:0.383314):0.306229):0.262957,((7:0.122847,12:0.122847):0.77059,((20:0.292873,(18:0.192001,2:0.192001):0.100872):0.312314,((10:0.276139,13:0.276139):0.19986,(4:0.118212,19:0.118212):0.357788):0.129188):0.28825):0.0590632):0.0474988,((11:0.504335,17:0.504335):0.109492,(14:0.460703,8:0.460703):0.153124):0.386173);
p3_out	t3	20	65	1	9.71423	1	2	((((12:0.527555,((18:0.107521,3:0.107521):0.0329002,11:0.140421):0.387132):0.297547,((5:0.618449,(4:0.0178824,9:0.0178824):0.600567):0.0564958,(1:0.55037,19:0.55037):0.124574):0.150158):0.0918919,(((13:0.134334,16:0.134334):0.0776249,10:0.211959):0.646064,((8:0.0252236,15:0.0252236):0.0511996,2:0.0764234):0.781599):0.0589708):0.0830055,(((7:0.0228688,20:0.0228688):0.637899,(17:0.490093,6:0.490093):0.170675):0.194531,14:0.855299):0.144701);
p3_out	t3	20	66	1	10.5597	1	2	((19:0.684348,(6:0.577428,18:0.577428):0.106921):0.315649,((14:0.824521,(((3:0.522631,4:0.522631):0.0761698,13:0.598801):0.0502019,(((11:0.15214,10:0.15214):0.107413,1:0.259553):0.36767,20:0.627222):0.0217821):0.175517):0.0394493,(((((12:0.0571037,(7:0.00873683,16:0.00873683):0.0483666):0.102132,5:0.159236):0.0969144,17:0.25615):0.249383,9:0.505534):0.299714,((8:0.342002,2:0.342002):0.324064,15:0.666063):0.139183):0.058724):0.136027);
p3_out	t3	20	67	1	10.3173	1	2	((5:0.976419,((20:0.153899,10:0.153899):0.755519,(((8:0.138512,1:0.138512):0.255784,9:0.394296):0.161487,11:0.555784):0.353635):0.0670002):0.0235789,((((15:0.0182149,7:0.0182149):0.148178,4:0.166393):0.211978,13:0.37837):0.445055,((6:0.666975,((12:0.374917,2:0.374917):0.21991,(17:0.355488,((19:0.268955,18:0.268955):0.000341279,3:0.269296):0.0861913):0.239339):0.0721505):0.0204579,(16:0.584646,14:0.584646):0.10279):0.13599):0.176574);
p3_out	t3	20	68	1	12.4688	1	2	((((14:0.604381,7:0.604381):0.161332,(11:0.204144,18:0.204144):0.561569):0.174946,(2:0.930628,(5:0.858613,((13:0.496802,((12:0.293864,(16:0.197139,10:0.197139):0.0967242):0.158269,8:0.452131):0.0446696):0.326079,(((9:0.0699949,20:0.0699949):0.371661,17:0.441655):0.346646,4:0.788301):0.0345799):0.0357314):0.0720152):0.0100317):0.0593396,((19:0.820101,(15:0.566105,1:0.566105):0.253996):0.0125058,(6:0.383043,3:0.383043):0.449564):0.167391);
p3_out	t3	20	69	1	10.7626	1	2	((((16:0.0738876,5:0.0738876):0.811161,((11:0.0152462,4:0.0152462):0.746058,(9:0.707091,(7:0.704367,((17:0.203388,18:0.203388):0.332509,(20:0.173012,14:0.173012):0.362885):0.16847):0.00272518):0.054212):0.123744):0.0221372,((6:0.188419,13:0.188419):0.388709,1:0.577126):0.330059):0.0928138,((12:0.679103,15:0.679103):0.21537,((2:0.328791,(3:0.213876,19:0.213876):0.114916):0.440062,(10:0.145519,8:0.145519):0.623335):0.125619):0.105527);
p3_out	t3	20	70	1	11.8765	1	2	((((((7:0.579217,(((5:0.3246,(8:0.127493,17:0.127493):0.197109):0.0144788,6:0.339079):0.0225634,11:0.361644):0.217574):0.0460764,16:0.625294):0.0881294,(14:0.341059,19:0.341059):0.372364):0.135005,((20:0.417711,9:0.417711):0.270966,2:0.688676):0.159751):0.151032,((((10:0.423532,3:0.423532):0.127681,15:0.551211):0.0687752,1:0.619988):0.0386376,12:0.658626):0.340835):0.000538891,((18:0.61772,13:0.61772):0.0216357,4:0.639355):0.360644);
p3_out	t3	20	71	1	10.8907	1	2	((13:0.77082,5:0.77082):0.229179,(((14:0.662296,17:0.662296):0.18261,(4:0.832325,1:0.832325):0.0125813):0.123358,((6:0.607667,((((19:0.252855,9:0.252855):0.104667,20:0.357523):0.025809,((16:0.117386,18:0.117386):0.235393,(11:0.347403,(10:0.198009,8:0.198009):0.149395):0.00537517):0.0305523):0.15957,3:0.542902):0.0647664):0.160142,(15:0.366341,(12:0.285615,(7:0.232476,2:0.232476):0.0531382):0.0807273):0.401467):0.200456):0.0317338);
p3_out	t3	20	72	1	9.77815	1	2	(((((15:0.00440076,1:0.00440076):0.0951006,14:0.0995014):0.737173,(3:0.325782,((12:0.0679006,7:0.0679006):0.177205,(13:0.0279374,5:0.0279374):0.217168):0.0806776):0.510891):0.0296256,(((17:0.545023,20:0.545023):0.289897,((((8:0.0747214,18:0.0747214):0.0768459,16:0.151567):0.525217,11:0.676785):0.119529,2:0.796314):0.0386068):0.0291416,19:0.864062):0.00223778):0.133699,((9:0.291683,4:0.291683):0.404768,(10:0.373029,6:0.373029):0.32342):0.30355);
p3_out	t3	20	73	1	10.0309	1	2	(((8:0.400814,20:0.400814):0.479905,((((15:0.0748619,12:0.0748619):0.230252,(6:0.143587,17:0.143587):0.161528):0.235257,9:0.54037):0.207454,(18:0.413776,(3:0.091941,2:0.091941):0.321835):0.33405):0.132893):0.11928,((14:0.254031,10:0.254031):0.692734,((16:0.233064,7:0.233064):0.665117,(((1:0.0977743,5:0.0977743):0.531002,(4:0.550602,19:0.550602):0.0781725):0.118389,(13:0.0754928,11:0.0754928):0.67167):0.151018):0.0485832):0.053234);
p3_out	t3	20	74	1	10.113	1	2	(((3:0.879933,(((15:0.136753,(16:0.0447214,14:0.0447214):0.0920321):0.173495,((8:0.253651,11:0.253651):0.0543769,13:0.308029):0.00221963):0.069061,(19:0.165681,1:0.165681):0.213627):0.500625):0.0316929,(((9:0.538799,(18:0.0742463,4:0.0742463):0.464552):0.257342,(6:0.0824983,20:0.0824983):0.713642):0.0806651,5:0.876807):0.0348208):0.0883713,((10:0.832942,7:0.832942):0.156679,(17:0.299643,(12:0.23238,2:0.23238):0.0672622):0.689981):0.0103759);
p3_out	t3	20	75	1	11.3461	1	2	(((12:0.305065,3:0.305065):0.183226,10:0.488291):0.511709,((7:0.614638,(2:0.339038,(9:0.28983,(1:0.0515126,13:0.0515126):0.238318):0.0492076):0.275601):0.262828,(((((16:0.327685,6:0.327685):0.218233,(18:0.371109,15:0.371109):0.174809):0.176083,4:0.722):0.0242092,(14:0.724903,(((11:0.414332,8:0.414332):0.0276619,20:0.441994):0.271026,5:0.71302):0.0118819):0.0213075):0.0947444,(19:0.532106,17:0.532106):0.308847):0.0365129):0.122533);
p3_out	t3	20	76	1	10.6563	1	2	((((((19:0.434999,1:0.434999):0.0915581,(12:0.104335,(14:0.044477,6:0.044477):0.0598576):0.422223):0.153905,8:0.680464):0.0677296,(13:0.650017,17:0.650017):0.0981755):0.131516,15:0.879711):0.120289,((20:0.535479,(18:0.124832,4:0.124832):0.410647):0.445629,(((5:0.235311,(16:0.0387952,3:0.0387952):0.196515):0.444876,(((10:0.168684,11:0.168684):0.12,7:0.288685):0.301755,9:0.59044):0.0897452):0.263876,2:0.944063):0.0370455):0.018891);
p3_out	t3	20	77	1	11.1013	1	2	((8:0.521784,((20:0.0933875,13:0.0933875):0.383976,18:0.477364):0.0444223):0.478214,((((15:0.611864,(10:0.534928,(14:0.058994,(17:0.0142354,5:0.0142354):0.0447587):0.475934):0.0769328):0.221559,(19:0.0451426,1:0.0451426):0.788278):0.107921,(3:0.929648,((4:0.532605,16:0.532605):0.269998,(((7:0.208656,9:0.208656):0.392002,6:0.600661):0.0891393,11:0.689799):0.112803):0.127048):0.0116927):0.0585555,(12:0.204933,2:0.204933):0.794963):0.000100567);
p3_out	t3	20	78	1	10.9512	1	2	((((((8:0.0105849,7:0.0105849):0.527926,((2:0.0813264,18:0.0813264):0.320491,(4:0.235361,3:0.235361):0.166457):0.136693):0.0769743,(13:0.436993,14:0.436993):0.178492):0.00612146,1:0.621608):0.219839,(20:0.682517,(12:0.527164,(5:0.347214,(16:0.304652,10:0.304652):0.0425614):0.17995):0.15535):0.15893):0.158554,((9:0.564346,(17:0.521908,11:0.521908):0.0424379):0.193609,((15:0.711799,6:0.711799):0.0387658,19:0.750567):0.00738996):0.242043);
p3_out	t3	20	79	1	9.83666	1	2	(((16:0.202843,7:0.202843):0.0818904,(9:0.111157,3:0.111157):0.173576):0.715263,(((14:0.0874348,11:0.0874348):0.859831,(((4:0.0815181,19:0.0815181):0.113163,2:0.194681):0.453126,(17:0.0310361,18:0.0310361):0.616769):0.299458):0.0327476,((((15:0.693725,6:0.693725):0.039379,8:0.733104):0.0925939,((13:0.0159636,20:0.0159636):0.204181,12:0.220145):0.605552):0.141983,(10:0.58459,(1:0.227272,5:0.227272):0.35732):0.38309):0.0123325):0.0199854);
p3_out	t3	20	80	1	10.0368	0.999999	2	((((13:0.160371,5:0.160371):0.133643,(18:0.263446,8:0.263446):0.0305679):0.315203,(16:0.536767,2:0.536767):0.0724485):0.390782,(((11:0.724664,((4:0.398188,(6:0.182479,19:0.182479):0.21571):0.0782632,17:0.476453):0.248211):0.0371147,((10:0.459153,(1:0.305188,15:0.305188):0.153965):0.0483308,12:0.507485):0.254293):0.188097,(3:0.651849,((7:0.0803961,9:0.0803961):0.500105,(14:0.0949473,20:0.0949473):0.485553):0.0713496):0.298023):0.0501238);
p3_out	t3	20	81	1	9.36278	1	2	(((11:0.779234,((9:0.563726,3:0.563726):0.0917449,1:0.655473):0.123763):0.0148539,(15:0.452561,((16:0.229971,4:0.229971):0.150504,(10:0.377088,6:0.377088):0.00338567):0.072087):0.341526):0.20591,(19:0.996155,(5:0.627643,((14:0.00803805,18:0.00803805):0.594976,(20:0.411741,(((8:0.0189152,13:0.0189152):0.13458,(17:0.0373361,7:0.0373361):0.116159):0.027004,(12:0.0933375,2:0.0933375):0.0871617):0.23124):0.191273):0.0246304):0.368511):0.00384458);
p3_out	t3	20	82	1	10.9169	1	2	(((4:0.792461,((3:0.13008,20:0.13008):0.0200576,(16:0.125421,(8:0.0823711,1:0.0823711):0.04305):0.0247165):0.642323):0.142741,9:0.935202):0.0647976,((((7:0.0971358,13:0.0971358):0.438679,(11:0.159246,18:0.159246):0.376567):0.358817,(19:0.885937,((2:0.416982,6:0.416982):0.400353,15:0.817334):0.0686037):0.00869561):0.00264957,((14:0.523746,(5:0.505476,17:0.505476):0.0182705):0.346826,(10:0.0970393,12:0.0970393):0.773532):0.0267101):0.102717);
p3_out	t3	20	83	1	9.58478	1	2	(((6:0.176863,(1:0.11485,(2:0.030932,15:0.030932):0.0839182):0.0620129):0.201295,((5:0.349061,12:0.349061):0.0215282,13:0.370588):0.00756908):0.621841,(((3:0.545894,(((11:0.281551,(16:0.233521,4:0.233521):0.04803):0.200291,14:0.481841):0.00281407,8:0.484655):0.0612376):0.191785,((9:0.612061,19:0.612061):0.0109978,10:0.623061):0.114618):0.0626494,((7:0.480129,(20:0.364106,17:0.364106):0.116022):0.0393779,18:0.519505):0.280822):0.199671);
p3_out	t3	20	84	1	12.4346	1	2	((7:0.966701,((16:0.604054,(2:0.205108,(6:0.113142,13:0.113142):0.0919665):0.398946):0.322667,12:0.926724):0.0399773):0.0332976,((((1:0.737731,(15:0.338617,14:0.338617):0.399114):0.033957,(9:0.367999,20:0.367999):0.40369):0.0572634,(5:0.58916,((4:0.266907,11:0.266907):0.0469531,3:0.313861):0.275301):0.239789):0.0866801,((18:0.159673,19:0.159673):0.728381,(17:0.807783,(10:0.63286,8:0.63286):0.174923):0.0802713):0.027575):0.0843672);
p3_out	t3	20	85	1	9.28214	1	2	(((((5:0.405823,1:0.405823):0.246375,(((17:0.152544,10:0.152544):0.11297,6:0.265514):0.14447,(20:0.354117,(4:0.172496,14:0.172496):0.18162):0.0558673):0.242215):0.0132749,((13:0.293762,3:0.293762):0.03848,15:0.332241):0.333232):0.00328417,(18:0.649714,(19:0.183387,16:0.183387):0.466326):0.0190427):0.331241,((8:0.644129,((12:0.0741755,(11:0.0698749,2:0.0698749):0.00430053):0.326626,9:0.4008):0.243329):0.243027,7:0.887155):0.112843);
p3_out	t3	20	86	1	9.72125	1	2	((((19:0.323235,16:0.323235):0.220619,((11:0.274567,(7:0.0861067,20:0.0861067):0.18846):0.0201205,8:0.294688):0.249166):0.30522,(4:0.484788,6:0.484788):0.364285):0.150925,((((12:0.159522,(1:0.0821888,13:0.0821888):0.0773335):0.183642,9:0.343164):0.575205,5:0.91837):0.0428767,(((3:0.31122,18:0.31122):0.00594538,((17:0.202941,10:0.202941):0.0159505,14:0.218892):0.0982749):0.564382,(15:0.468685,2:0.468685):0.412864):0.0796973):0.0387535);
p3_out	t3	20	87	1	7.99281	1	2	(1:0.999999,((6:0.690734,(((14:0.285097,5:0.285097):0.0651608,((((10:0.0558879,12:0.0558879):0.00315958,9:0.0590476):0.097974,8:0.157021):0.130992,4:0.288013):0.0622449):0.225757,3:0.576014):0.114718):0.236063,((16:0.522452,(((2:0.312844,(11:0.0049497,17:0.0049497):0.307894):0.0366529,(15:0.0816537,(18:0.0570999,7:0.0570999):0.0245537):0.267844):0.0570461,13:0.406544):0.115908):0.257052,(20:0.0893999,19:0.0893999):0.690102):0.147293):0.0732026);
p3_out	t3	20	88	1	9.72647	1	2	((((11:0.199699,(18:0.0131777,4:0.0131777):0.186522):0.545293,((14:0.0592208,6:0.0592208):0.506652,(19:0.323223,(((12:0.121329,5:0.121329):0.115261,(7:0.173533,2:0.173533):0.063057):0.0827452,10:0.319335):0.00388882):0.24265):0.179118):0.225336,(((8:0.247505,16:0.247505):0.609823,(17:0.749634,1:0.749634):0.107692):0.0206047,((9:0.221351,13:0.221351):0.446673,(20:0.3774,3:0.3774):0.290625):0.209906):0.0923969):0.0296706,15:0.999999);
p3_out	t3	20	89	1	8.68798	1	2	((((((3:0.0110895,19:0.0110895):0.302461,(10:0.300226,7:0.300226):0.0133257):0.241248,4:0.554799):0.295882,((8:0.282496,16:0.282496):0.503646,(5:0.0596608,(20:0.0277594,9:0.0277594):0.0319014):0.726481):0.0645405):0.00765608,6:0.85834):0.14166,((12:0.529646,((2:0.436193,(((15:0.0310458,11:0.0310458):0.051732,13:0.0827778):0.144482,(18:0.114617,17:0.114617):0.112644):0.208932):0.0883566,14:0.524549):0.00509611):0.167502,1:0.697149):0.30285);
p3_out	t3	20	90	1	11.5289	1	2	(((((19:0.365617,(11:0.304002,8:0.304002):0.061614):0.321229,((5:0.111557,10:0.111557):0.415129,(9:0.198683,2:0.198683):0.328002):0.16016):0.199023,((4:0.734464,20:0.734464):0.100681,((16:0.162426,12:0.162426):0.293983,18:0.456408):0.378738):0.050722):0.0885063,(6:0.878896,(7:0.750702,(1:0.064552,13:0.064552):0.686152):0.128193):0.0954781):0.0256244,((14:0.429993,(15:0.21792,3:0.21792):0.212074):0.514767,17:0.94476):0.0552384);
p3_out	t3	20	91	1	10.173	1	2	((((6:0.446514,(1:0.431255,18:0.431255):0.0152601):0.375338,((14:0.655334,2:0.655334):0.00438555,(3:0.318902,(19:0.231343,15:0.231343):0.0875596):0.340817):0.162133):0.137576,((10:0.341146,11:0.341146):0.226756,((16:0.319111,(20:0.0577202,17:0.0577202):0.261391):0.229957,12:0.54907):0.0188326):0.391526):0.0405699,(9:0.645928,(8:0.541717,(5:0.433837,(13:0.11286,(4:0.0794096,7:0.0794096):0.0334502):0.320976):0.107881):0.104212):0.35407);
p3_out	t3	20	92	1	11.4482	1	2	((((9:0.791114,7:0.791114):0.0677761,((5:0.073329,17:0.073329):0.46867,3:0.541999):0.316891):0.102329,(((15:0.104662,16:0.104662):0.0276332,12:0.132295):0.580602,(14:0.52042,(8:0.184859,1:0.184859):0.335558):0.192479):0.248321):0.0387788,(((20:0.080992,6:0.080992):0.83577,(18:0.880443,19:0.880443):0.03632):0.0580299,(((10:0.0053942,4:0.0053942):0.605129,(11:0.460641,13:0.460641):0.149881):0.0264445,2:0.636967):0.337826):0.0252065);
p3_out	t3	20	93	1	11.4591	1	2	(((((16:0.628685,((4:0.066499,14:0.066499):0.547285,17:0.613782):0.0149025):0.0506982,(2:0.575017,19:0.575017):0.104367):0.00816723,(((15:0.293281,1:0.293281):0.0200839,5:0.313364):0.0622349,13:0.3756):0.31195):0.283464,(3:0.800664,(6:0.563341,20:0.563341):0.237324):0.170351):0.0289839,(18:0.884926,((11:0.52262,(8:0.437979,(12:0.340432,10:0.340432):0.0975478):0.0846405):0.179965,(9:0.00237079,7:0.00237079):0.700214):0.182341):0.115074);
p3_out	t3	20	94	1	10.5957	1	2	(((((12:0.387885,7:0.387885):0.255502,(((5:0.108856,1:0.108856):0.321205,2:0.430061):0.0115874,14:0.441649):0.201738):0.0308588,(18:0.609061,9:0.609061):0.0651852):0.319614,(((4:0.254082,3:0.254082):0.358808,19:0.61289):0.366908,((10:0.0359102,15:0.0359102):0.280614,16:0.316523):0.663275):0.0140606):0.00613884,(((8:0.19787,17:0.19787):0.232129,(20:0.423317,(11:0.269112,6:0.269112):0.154204):0.00668337):0.357176,13:0.787175):0.212824);
p3_out	t3	20	95	1	12.0924	1	2	(((14:0.00881496,11:0.00881496):0.821475,(8:0.586523,19:0.586523):0.243768):0.169707,((15:0.630737,1:0.630737):0.275132,((((20:0.733914,13:0.733914):0.0743761,((3:0.177142,18:0.177142):0.619979,(2:0.337085,17:0.337085):0.460035):0.011169):0.00218384,(7:0.314929,9:0.314929):0.495543):0.0772964,((12:0.412117,(4:0.10325,5:0.10325):0.308864):0.243771,(6:0.619714,(10:0.472438,16:0.472438):0.147274):0.036175):0.231882):0.0180984):0.0941308);
p3_out	t3	20	96	1	12.6609	1	2	((19:0.954316,(((10:0.676537,3:0.676537):0.00646758,(14:0.53259,((7:0.154975,1:0.154975):0.174328,16:0.329302):0.203286):0.150417):0.120136,(11:0.0223079,9:0.0223079):0.780834):0.151173):0.0456829,((((12:0.407641,8:0.407641):0.189332,(6:0.542214,(4:0.520146,18:0.520146):0.022067):0.0547587):0.177915,((20:0.46602,2:0.46602):0.249009,(5:0.669602,13:0.669602):0.0454252):0.0598596):0.190811,(15:0.846522,17:0.846522):0.119176):0.0343005);
p3_out	t3	20	97	1	12.5874	1	2	((((4:0.611764,(2:0.15037,12:0.15037):0.461394):0.0960914,1:0.707855):0.257425,((10:0.755167,(16:0.0543211,19:0.0543211):0.700846):0.0169417,3:0.772108):0.193171):0.0347194,((((15:0.750255,((6:0.475314,((11:0.085347,20:0.085347):0.351497,13:0.436844):0.03847):0.0987952,(9:0.451985,7:0.451985):0.122123):0.176145):0.0143995,17:0.764652):0.133811,5:0.898464):0.0132561,(18:0.85442,(8:0.367447,14:0.367447):0.486973):0.0573017):0.0882787);
p3_out	t3	20	98	1	9.07751	1	2	((20:0.530578,((15:0.408661,13:0.408661):0.0239689,(8:0.392564,(19:0.126708,18:0.126708):0.265856):0.0400643):0.0979509):0.469419,((10:0.692554,(((9:0.0417202,6:0.0417202):0.264321,2:0.30604):0.32574,(14:0.0421434,12:0.0421434):0.589637):0.0607731):0.123929,(((16:0.518837,((3:0.0342576,11:0.0342576):0.0497875,1:0.0840451):0.434793):0.0415884,(4:0.0453581,7:0.0453581):0.515069):0.21391,(5:0.638395,17:0.638395):0.135942):0.0421458):0.183515);
p3_out	t3	20	99	1	9.67538	1	2	((((3:0.76499,(19:0.373399,15:0.373399):0.39159):0.145801,((6:0.413673,((((16:0.0134388,14:0.0134388):0.106154,5:0.119592):0.0491193,18:0.168712):0.232938,20:0.401649):0.0120229):0.398034,(((17:0.0730469,13:0.0730469):0.335117,9:0.408164):0.0629628,(4:0.110397,7:0.110397):0.360732):0.340582):0.0990827):0.0323243,((1:0.170661,11:0.170661):0.433464,(2:0.263257,10:0.263257):0.340867):0.33899):0.0568828,(12:0.65354,8:0.65354):0.346458);
