Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
p3_out	t3	20	22	1	12.721	1	2	((10:0.98017,(((20:0.546964,((3:0.339538,7:0.339538):0.190659,(8:0.481958,13:0.481958):0.0482391):0.0167669):0.269934,(5:0.786681,((11:0.241349,2:0.241349):0.0964505,(15:0.069727,1:0.069727):0.268072):0.448885):0.0302153):0.0141791,(4:0.550452,18:0.550452):0.280624):0.149093):0.0198287,(9:0.989199,((((12:0.354944,6:0.354944):0.0719926,19:0.426938):0.317617,14:0.744555):0.188551,(16:0.75949,17:0.75949):0.173615):0.0560929):0.010801);
p3_out	t3	20	23	1	9.2713	1	2	((((10:0.37607,3:0.37607):0.291149,((1:0.0576423,20:0.0576423):0.337258,(13:0.0323585,12:0.0323585):0.362544):0.272317):0.289348,5:0.956567):0.0434326,(((2:0.773937,(15:0.225227,(14:0.119305,(18:0.060222,17:0.060222):0.0590823):0.105923):0.548711):0.0606529,7:0.83459):0.0761779,(((11:0.132154,8:0.132154):0.238885,19:0.371038):0.214176,((4:0.35812,9:0.35812):0.044537,(6:0.0133079,16:0.0133079):0.38935):0.182556):0.325553):0.0892308);
p3_out	t3	20	24	1	11.8342	1	2	(((2:0.941619,((17:0.596573,8:0.596573):0.277143,(4:0.747381,(((5:0.325588,20:0.325588):0.0348908,14:0.360479):0.104807,16:0.465288):0.282094):0.126335):0.0679037):0.0547905,((18:0.0771422,9:0.0771422):0.902822,(((12:0.590764,((6:0.0938593,7:0.0938593):0.220483,(13:0.209051,19:0.209051):0.105292):0.27642):0.0400373,1:0.630799):0.0784437,15:0.709243):0.270722):0.0164429):0.00358994,(11:0.53542,(10:0.386532,3:0.386532):0.148888):0.464579);
p3_out	t3	20	25	1	11.6605	1	2	(((14:0.406267,(4:0.200037,13:0.200037):0.206229):0.456934,10:0.863198):0.136799,((7:0.810701,((2:0.700028,3:0.700028):0.0399576,11:0.739984):0.0707169):0.067861,((20:0.833954,16:0.833954):0.0268983,(((15:0.229299,9:0.229299):0.358479,(17:0.52032,(18:0.0947392,6:0.0947392):0.425581):0.0674593):0.240125,((19:0.0215513,8:0.0215513):0.720863,((5:0.0180256,12:0.0180256):0.306832,1:0.324858):0.417558):0.0854884):0.0329502):0.0177088):0.121436);
p3_out	t3	20	26	1	10.3447	1	2	((((13:0.74534,((19:0.483408,(5:0.449211,15:0.449211):0.0341961):0.180786,(17:0.0363847,9:0.0363847):0.627808):0.0811475):0.120298,((20:0.483476,8:0.483476):0.0385891,(6:0.414252,(14:0.354864,((16:0.0096009,10:0.0096009):0.152484,2:0.162085):0.19278):0.0593873):0.107813):0.343573):0.0282074,(12:0.566237,3:0.566237):0.327608):0.106152,(((18:0.322355,(1:0.229872,11:0.229872):0.0924825):0.0985731,4:0.420926):0.300035,7:0.720961):0.279037);
p3_out	t3	20	27	1	11.7405	1	2	((((17:0.525102,9:0.525102):0.264547,((20:0.488267,(6:0.375794,4:0.375794):0.112472):0.214704,(18:0.351882,(1:0.188669,13:0.188669):0.163213):0.351088):0.0866802):0.170355,(((8:0.238908,7:0.238908):0.583531,2:0.822437):0.0918093,(14:0.852061,((16:0.352073,((10:0.169421,(19:0.155602,15:0.155602):0.0138189):0.0297582,12:0.199179):0.152894):0.328911,3:0.680984):0.171075):0.0621876):0.0457573):0.0399938,(11:0.973272,5:0.973272):0.026725);
p3_out	t3	20	28	1	11.0498	1	2	((9:0.929021,(((5:0.202314,14:0.202314):0.613607,(19:0.614448,12:0.614448):0.201472):0.0878904,((4:0.685883,((10:0.587472,(2:0.523213,(((8:0.0596022,7:0.0596022):0.243526,1:0.303129):0.1978,18:0.500928):0.0222846):0.0642584):0.0829204,17:0.670392):0.0154907):0.0372661,3:0.723148):0.180662):0.0252104):0.0709766,(16:0.529034,((6:0.342311,(11:0.0771501,13:0.0771501):0.26516):0.150682,(20:0.0890692,15:0.0890692):0.403922):0.0360437):0.470963);
p3_out	t3	20	29	1	10.0316	1	2	((((3:0.246259,19:0.246259):0.442573,(8:0.426682,7:0.426682):0.262149):0.157349,((17:0.566152,18:0.566152):0.11528,(16:0.373611,13:0.373611):0.30782):0.164748):0.15382,((((((2:0.0530696,4:0.0530696):0.0475876,20:0.100657):0.15088,5:0.251538):0.380491,(10:0.514046,15:0.514046):0.117983):0.0963254,(11:0.461035,((14:0.171795,12:0.171795):0.0736349,1:0.24543):0.215604):0.26732):0.11678,(6:0.199335,9:0.199335):0.645799):0.154865);
p3_out	t3	20	30	1	8.76801	1	2	((((5:0.556626,(((15:0.0347103,6:0.0347103):0.270533,(20:0.13699,(13:0.101668,3:0.101668):0.0353214):0.168253):0.12707,((14:0.0828087,17:0.0828087):0.192836,12:0.275644):0.156669):0.124313):0.0996193,11:0.656246):0.315317,(4:0.660029,(2:0.143779,(10:0.140099,(8:0.0998608,16:0.0998608):0.0402385):0.00367967):0.516249):0.311535):0.0284364,((19:0.698887,1:0.698887):0.0187692,(18:0.528805,(9:0.225084,7:0.225084):0.303723):0.188851):0.282341);
p3_out	t3	20	31	1	11.0623	1	2	(((4:0.73491,14:0.73491):0.131637,((((17:0.149503,1:0.149503):0.0818522,19:0.231355):0.125034,3:0.356391):0.399688,(20:0.273456,12:0.273456):0.48262):0.110472):0.133449,((((11:0.171881,13:0.171881):0.58094,15:0.752819):0.158755,18:0.911575):0.0578837,(((9:0.266222,10:0.266222):0.252116,((6:0.328176,(2:0.308149,8:0.308149):0.0200261):0.129091,(7:0.207341,16:0.207341):0.249925):0.0610722):0.284543,5:0.802881):0.166578):0.0305385);
p3_out	t3	20	32	1	11.0913	0.999999	2	((6:0.967415,(((((18:0.000241207,3:0.000241207):0.249319,16:0.24956):0.354708,9:0.604269):0.0425767,12:0.646846):0.0998568,((8:0.449349,1:0.449349):0.146896,((19:0.0127391,20:0.0127391):0.32419,((14:0.0497887,4:0.0497887):0.177395,10:0.227183):0.109747):0.259315):0.150458):0.220713):0.0325823,((((7:0.340493,2:0.340493):0.385734,((13:0.673072,5:0.673072):0.0291895,11:0.70226):0.0239647):0.0949742,15:0.821198):0.119627,17:0.940827):0.0591707);
p3_out	t3	20	33	1	11.9697	1	2	((((((11:0.484431,10:0.484431):0.0293214,7:0.513752):0.227985,(16:0.400982,1:0.400982):0.340758):0.199438,4:0.941175):0.0210809,((17:0.905954,(2:0.307708,19:0.307708):0.598246):0.0422026,((13:0.153079,12:0.153079):0.249369,18:0.402446):0.545708):0.0141014):0.0377414,((20:0.577017,(15:0.439493,14:0.439493):0.137523):0.0341914,((9:0.46544,(8:0.430323,5:0.430323):0.0351176):0.118325,(3:0.100795,6:0.100795):0.48297):0.0274438):0.38879);
p3_out	t3	20	34	1	12.5796	1	2	((((16:0.779454,4:0.779454):0.135989,5:0.915442):0.0828104,((((13:0.39309,7:0.39309):0.207765,(14:0.395737,(20:0.243326,18:0.243326):0.15241):0.205119):0.0549204,((1:0.22771,12:0.22771):0.00186722,19:0.229577):0.426199):0.143736,15:0.799513):0.19874):0.00174532,(((6:0.379937,17:0.379937):0.26827,(11:0.460702,10:0.460702):0.187503):0.299079,(((2:0.421487,8:0.421487):0.157868,9:0.579354):0.324546,3:0.903903):0.0433805):0.0527146);
p3_out	t3	20	35	1	11.7156	1	2	(((10:0.419384,((16:0.267127,9:0.267127):0.110771,(8:0.349973,5:0.349973):0.0279268):0.0414867):0.297849,((((14:0.296896,19:0.296896):0.245321,2:0.542216):0.0875813,15:0.629796):0.00276703,11:0.632563):0.0846716):0.282762,((17:0.628269,((4:0.0564016,13:0.0564016):0.262973,18:0.319376):0.308896):0.364026,((6:0.854692,(3:0.844278,(7:0.801919,1:0.801919):0.0423605):0.0104127):0.0047387,(20:0.125824,12:0.125824):0.733607):0.132866):0.00770222);
p3_out	t3	20	36	1	10.2453	1	2	((((20:0.294062,16:0.294062):0.4142,((1:0.334685,5:0.334685):0.287534,(((10:0.282486,2:0.282486):0.157214,13:0.4397):0.158787,(11:0.117838,6:0.117838):0.480647):0.0237328):0.0860417):0.0165404,((14:0.244639,12:0.244639):0.202752,3:0.447391):0.277409):0.275198,((((17:0.412894,(9:0.134938,15:0.134938):0.277956):0.168818,18:0.581711):0.125128,4:0.706841):0.240484,((8:0.0157759,19:0.0157759):0.615508,7:0.631285):0.316038):0.0526758);
p3_out	t3	20	37	1	11.4559	1	2	((((12:0.692067,(8:0.558738,6:0.558738):0.13333):0.161512,(((2:0.215049,18:0.215049):0.0903002,5:0.30535):0.392588,4:0.697938):0.155643):0.0742229,(11:0.718146,(7:0.602064,(10:0.369164,(3:0.1357,9:0.1357):0.233464):0.232901):0.116081):0.209657):0.0721958,(((19:0.234295,16:0.234295):0.383911,(13:0.256741,17:0.256741):0.361464):0.175857,((1:0.150234,20:0.150234):0.535361,(14:0.641161,15:0.641161):0.0444353):0.108467):0.205936);
p3_out	t3	20	38	1	11.2133	1	2	((13:0.939739,((3:0.814663,(20:0.327041,18:0.327041):0.487626):0.0999475,(((((9:0.276581,(17:0.0716831,5:0.0716831):0.204898):0.261931,8:0.538514):0.197777,(1:0.167058,12:0.167058):0.569231):0.0225842,11:0.758875):0.126124,(15:0.52874,(19:0.0949513,16:0.0949513):0.433787):0.356258):0.0296138):0.0251265):0.0602599,((4:0.580537,(10:0.27013,6:0.27013):0.310408):0.0218398,((14:0.317876,7:0.317876):0.0707325,2:0.388608):0.21377):0.39762);
p3_out	t3	20	39	1	11.7908	1	2	((((1:0.298876,((2:0.113029,3:0.113029):0.0742658,4:0.187295):0.111583):0.2836,(10:0.386035,20:0.386035):0.196443):0.270175,((((8:0.0621494,19:0.0621494):0.40885,7:0.471):0.124239,16:0.595238):0.193075,(9:0.352453,14:0.352453):0.435862):0.0643388):0.147347,((11:0.691685,17:0.691685):0.259641,((((5:0.459835,18:0.459835):0.214448,15:0.674282):0.154679,(13:0.544141,6:0.544141):0.284821):0.122124,12:0.951085):0.000241317):0.0486723);
p3_out	t3	20	40	1	10.8965	1	2	((((7:0.585484,(14:0.366361,12:0.366361):0.219122):0.167653,(18:0.237267,20:0.237267):0.51587):0.109994,(3:0.675313,(17:0.174272,1:0.174272):0.50104):0.187818):0.136868,((2:0.844657,(((5:0.0670096,11:0.0670096):0.230396,6:0.297405):0.507146,(13:0.640155,4:0.640155):0.164397):0.0401061):0.0699416,((9:0.127496,8:0.127496):0.668163,(10:0.386764,(19:0.29792,(15:0.0652799,16:0.0652799):0.23264):0.0888439):0.408896):0.11894):0.0854001);
p3_out	t3	20	41	1	10.6299	1	2	((5:0.225651,(18:0.019272,13:0.019272):0.206379):0.774349,(((6:0.743984,(1:0.607496,15:0.607496):0.136489):0.14371,((((11:0.405093,17:0.405093):0.214706,(3:0.183678,12:0.183678):0.43612):0.125305,20:0.745105):0.0495564,((9:0.277899,7:0.277899):0.334376,(16:0.568046,(2:0.556314,(((19:0.0209333,10:0.0209333):0.0262264,8:0.0471599):0.271524,4:0.318685):0.23763):0.0117315):0.0442288):0.182386):0.093036):0.108504,14:0.996198):0.0037992);
p3_out	t3	20	42	1	11.3776	1	2	((17:0.991528,(((19:0.543332,14:0.543332):0.110529,((10:0.167874,16:0.167874):0.0581349,4:0.226009):0.427849):0.115714,(12:0.2625,(2:0.151421,8:0.151421):0.111079):0.507073):0.221956):0.0084704,((5:0.948328,(3:0.163439,13:0.163439):0.784887):0.0432146,(((((9:0.437243,(1:0.323361,20:0.323361):0.113882):0.0303,11:0.467543):0.184872,(15:0.122614,6:0.122614):0.529802):0.0933534,18:0.745769):0.0135268,7:0.759296):0.232246):0.00845696);
p3_out	t3	20	43	1	9.75539	1	2	((((15:0.176257,13:0.176257):0.490676,(1:0.594361,(((3:0.265256,6:0.265256):0.269685,(19:0.24474,20:0.24474):0.290201):0.0185397,8:0.553482):0.0408791):0.0725714):0.0281901,((5:0.368426,(10:0.128,17:0.128):0.240425):0.123592,14:0.492017):0.203105):0.304876,((16:0.569823,((4:0.199674,(7:0.105428,12:0.105428):0.0942455):0.370064,2:0.569738):8.61479e-05):0.170333,((18:0.227178,9:0.227178):0.396685,11:0.623861):0.116295):0.259842);
p3_out	t3	20	44	1	9.01203	1	2	((2:0.642843,14:0.642843):0.357155,((20:0.85229,(((9:0.174388,1:0.174388):0.288151,(16:0.2725,(6:0.00301553,8:0.00301553):0.269484):0.190039):0.224829,((((15:0.0742837,19:0.0742837):0.324014,(11:0.114205,17:0.114205):0.284093):0.110658,13:0.508955):0.078827,(10:0.402147,((5:0.00834958,7:0.00834958):0.342476,4:0.350826):0.0513223):0.185636):0.0995843):0.164924):0.105542,((18:0.12485,3:0.12485):0.264711,12:0.389561):0.568273):0.0421655);
p3_out	t3	20	45	1	10.591	1	2	(((20:0.876243,(((9:0.142268,16:0.142268):0.0144165,1:0.156685):0.142292,14:0.298976):0.577264):0.0705246,(19:0.508117,15:0.508117):0.438649):0.0532323,(((((2:0.45312,(17:0.148781,13:0.148781):0.304338):0.0161498,7:0.46927):0.341855,(((6:0.274192,10:0.274192):0.19308,(4:0.12736,3:0.12736):0.339911):0.0231016,18:0.490373):0.320753):0.0647473,(5:0.656535,11:0.656535):0.219337):0.00595214,(12:0.00621049,8:0.00621049):0.875614):0.118174);
p3_out	t3	20	46	1	9.50394	1	2	((((((18:0.157971,20:0.157971):0.259098,6:0.417067):0.0542317,16:0.471299):0.208995,((13:0.173661,(2:0.0815199,19:0.0815199):0.0921408):0.0142411,(3:0.151387,12:0.151387):0.036515):0.492394):0.23283,(11:0.138953,(9:0.129585,14:0.129585):0.00936902):0.774173):0.0868737,(((15:0.628846,1:0.628846):0.0387614,10:0.667608):0.261641,((17:0.251582,4:0.251582):0.612238,((5:0.277053,7:0.277053):0.10596,8:0.383011):0.480808):0.065429):0.0707502);
p3_out	t3	20	47	1	11.4269	1	2	(((((8:0.0455314,13:0.0455314):0.101384,(4:0.079135,20:0.079135):0.0677803):0.19932,10:0.346235):0.625932,(((18:0.625259,11:0.625259):0.0894797,(5:0.626179,(2:0.205252,6:0.205252):0.420926):0.0885582):0.143743,(17:0.285091,19:0.285091):0.573391):0.113687):0.0278314,((9:0.280349,16:0.280349):0.697497,((14:0.71712,15:0.71712):0.143537,(((1:0.216881,7:0.216881):0.425714,3:0.642594):0.183887,12:0.826482):0.0341753):0.11719):0.022152);
p3_out	t3	20	48	1	10.4813	1	2	((((((9:0.360014,4:0.360014):0.00601558,((6:0.084219,10:0.084219):0.163438,18:0.247657):0.118372):0.328961,(12:0.18863,(15:0.165151,17:0.165151):0.0234786):0.506361):0.11646,((8:0.500661,(11:0.295423,1:0.295423):0.205237):0.139166,7:0.639826):0.171627):0.0287776,13:0.840231):0.159769,(((5:0.407249,19:0.407249):0.507496,(20:0.307594,16:0.307594):0.607152):0.0235713,((2:0.119648,3:0.119648):0.479858,14:0.599505):0.338814):0.0616796);
p3_out	t3	20	49	1	9.89202	1	2	((10:0.833784,18:0.833784):0.166213,(((11:0.230081,14:0.230081):0.426973,(1:0.0825549,(8:0.0666317,12:0.0666317):0.0159232):0.574499):0.322585,((((4:0.00841567,7:0.00841567):0.717223,16:0.725637):0.0675046,(((((9:0.205765,2:0.205765):0.00195439,(5:0.107149,15:0.107149):0.100571):0.183344,13:0.391064):0.119171,(19:0.330847,6:0.330847):0.179387):0.141062,(20:0.149297,17:0.149297):0.501999):0.141846):0.168565,3:0.961708):0.0179318):0.0203599);
